X,Y,objectid,featuretype,description,class,name,operationalstatus,owner,generationtype,primaryfueltype,primarysubfueltype,generationmw,generatornumber,locality,state,spatialconfidence,revised,comment_,ga_guid,x_coordinate,y_coordinate
116.742009855,-20.7619865039999,81,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Yurralyi Maya (Karratha Seven Mile),Operational,Rio Tinto Australia Pty Ltd,,Natural Gas,,180,4,Maitland,Western Australia,4,2016/11/24 00:00:00+00,Gas,{6FC281B9-8F1A-47A3-998F-ECE40A87A17F},116.74200986,-20.7619865
145.548542688,-38.6075205029999,82,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wonthaggi Wind Farm,Operational,Origin Energy,Wind Turbine,Wind,,12,6,Wonthaggi,Victoria,5,2012/09/11 00:00:00+00,,{E0970E40-6FAB-477E-8446-3855E9B193CA},145.54854269,-38.6075205
114.928168899,-28.9228378179999,83,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Walkaway Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,90,54,Walkaway,Western Australia,5,2016/05/23 00:00:00+00,,{C2DF91FA-CD4D-4895-991A-5DBAE2B48251},114.9281689,-28.92283782
149.400135155,-34.804968781,84,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cullerin Range Wind Farm,Operational,Origin Energy,Wind Turbine,Wind,,30,15,Breadalbane,New South Wales,5,2016/05/11 00:00:00+00,,{FB0A735C-B837-4359-A75F-1140D8C224C0},149.40013516,-34.80496878
138.140180907,-33.713942383,85,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Snowtown Wind Farm North,Operational,Tilt Renewables,Wind Turbine,Wind,,148,47,Wokurna,South Australia,5,2016/05/11 00:00:00+00,Snapped the Power station to already existing Substation point,{3CD541CC-FAFA-4886-8332-23F8A07F8D1D},138.14018091,-33.71394238
141.385050517,-38.357641622,86,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Cape Bridgewater Wind Farm,Operational,Pacific Hydro Pty Ltd,Wind Turbine,Wind,,58,29,Cape Bridgewater,Victoria,5,2012/09/11 00:00:00+00,,{12D0651C-3314-4D64-9F05-70DD6E1D2AF7},141.38505052,-38.35764162
145.314193335,-23.5524385959999,87,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Barcaldine (Len Wishaw),Operational,Ergon Energy Qld Pty Ltd,Combined Cycle Gas Turbine,Natural Gas,,37,1,Barcaldine,Queensland,5,2016/05/11 00:00:00+00,,{D4DF15FA-BCBA-4AF5-9C3E-F7DCF82BAC6A},145.31419334,-23.5524386
144.690955847,-40.719448069,88,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Bluff Point (Woolnorth) Wind Farm,Operational,Hydro-Electric Corporation (Tasmania),Wind Turbine,Wind,,65,37,Woolnorth,Tasmania,5,2016/04/15 00:00:00+00,,{DE238CA2-84DC-487A-8F6A-1BBA09CEF046},144.69095585,-40.71944807
144.736921308,-40.781779727,89,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Studland Bay (Woolnorth) Wind Farm,Operational,Hydro-Electric Corporation (Tasmania),Wind Turbine,Wind,,75,25,Woolnorth,Tasmania,5,2016/04/15 00:00:00+00,,{501975E6-27E5-44B9-A78C-26DCD2247EEF},144.73692131,-40.78177973
145.783731039,-35.6043338809999,90,Power Station,A facility used for the generation of electrical power for distribution,Renewable,The Drop,Operational,Pacific Hydro Investments Pty Ltd,Hydroelectric - Gravity,Water,,3,1,Berrigan,New South Wales,3,2016/05/11 00:00:00+00,,{8CBFF4D1-5A80-4E39-8E1B-645D98972BA9},145.78373104,-35.60433388
151.244921835,-29.389222429,91,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Pindari,Operational,AGL Energy Pty Ltd,Hydroelectric - Gravity,Water,,6.7,2,Pindaroi,New South Wales,5,2016/05/11 00:00:00+00,,{CAD66BBC-CD5B-4D3C-96BC-2197D96F368D},151.24492184,-29.38922243
146.262888201,-42.268573679,92,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Nieterana,Operational,Hydro-Electric Corporation (Tasmania),Hydroelectric - Gravity,Water,,2.2,1,Butlers Gorge,Tasmania,4,2016/04/15 00:00:00+00,,{52C5E449-4590-417C-B1D4-4A3F8A62EB0A},146.2628882,-42.26857368
142.546731162,-37.6870461839999,93,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Oakland Hills Wind Farm,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,67,32,Glenthompson,Victoria,3,2016/05/11 00:00:00+00,,{0AE6979A-5703-4A08-B129-D91C457CBEEA},142.54673116,-37.68704618
145.235032034,-36.4792478479999,94,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tatura Biogas Generation Plant,Operational,Diamond Energy Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Sewage Methane,1.1,,Tatura,Victoria,5,2012/09/11 00:00:00+00,Biogas Sewage/Waste Water,{54B495F5-CDFD-4453-9CB7-DEF600EC3F9A},145.23503203,-36.47924785
148.633255592,-36.435136782,95,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Jindabyne Dam Mini Hydro,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,1.1,1,Jindabyne,New South Wales,5,2012/09/11 00:00:00+00,,{69CDB3A3-8797-443B-AB67-1719C7D15B06},148.63325559,-36.43513678
138.729602864,-33.3092464059999,96,Power Station,A facility used for the generation of electrical power for distribution,Renewable,North Brown Hill  Wind Farm,Operational,AGL Energy Pty Ltd,Wind Turbine,Wind,,132.3,63,Belalie East,South Australia,3,2016/05/11 00:00:00+00,,{15EFE5EA-8329-4278-8FFB-592D321C2825},138.72960286,-33.30924641
138.130818157,-33.508637431,97,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Clements Gap Wind Farm,Operational,Pacific Hydro Pty Ltd,Wind Turbine,Wind,,57,27,Clements Gap,South Australia,3,2016/05/11 00:00:00+00,,{7C741301-0E1B-46DA-95BF-1895CFF0DA00},138.13081816,-33.50863743
148.947311742,-33.980976117,98,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wyangala A,Operational,Country Energy,Hydroelectric - Gravity,Water,,20,1,Wyangala,New South Wales,3,2012/09/11 00:00:00+00,,{EE6BFD67-BFDE-415A-99C6-AABFC1B74BA4},148.94731174,-33.98097612
149.19821575,-33.621877135,99,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Blayney Wind Farm,Operational,Eraring Energy,Wind Turbine,Wind,,9.9,15,Carcoar,New South Wales,5,2012/09/11 00:00:00+00,,{7638CBB8-542B-420A-BD93-EB334431FAA1},149.19821575,-33.62187714
149.57161129,-35.086046879,100,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Woodlawn Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,48,23,Tarago,New South Wales,3,2016/04/18 00:00:00+00,,{78558439-898F-430B-BC3C-4C095DA68D0A},149.57161129,-35.08604688
149.576910485,-35.058989638,101,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Woodlawn Bioreactor,Operational,Veolia Environmental Services (Aust) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,7,7,Tarago,New South Wales,5,2016/05/11 00:00:00+00,,{E5003E07-2C02-4675-A22C-446D8A856F95},149.57691049,-35.05898964
150.55149039,-34.881965263,102,Power Station,A facility used for the generation of electrical power for distribution,Renewable,West Nowra (Shoalhaven),Operational,AGL Energy Pty Ltd,Compression Reciprocating Engine,Biogas,Landfill Methane,1,1,Mundamia,New South Wales,4,2012/09/11 00:00:00+00,,{339749A6-3E26-4A82-849A-603A00EE7AD9},150.55149039,-34.88196526
148.291690219,-35.611204802,103,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Tumut 3,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,1500,6,Talbingo,New South Wales,5,2012/09/11 00:00:00+00,The six generators were upgraded in June 2012.  Each is capable of an additional 25 to 50 MW,{7C90A34D-CD07-4838-99FD-0969582DEC3F},148.29169022,-35.6112048
151.6429595,-32.888520351,104,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Summerhill,Operational,LMS Energy Generation Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.2,2,Wallsend,New South Wales,4,2012/09/11 00:00:00+00,,{A6A4672A-B386-4357-A039-94C3C457A79E},151.6429595,-32.88852035
149.145825537,-35.395291143,105,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mugga Lane,Operational,Energy Developments LFG (ACT) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,3.5,3,ACT Remainder - Jerrabomberra,Australian Capital Territory,5,2012/09/11 00:00:00+00,,{81AA2FC7-E561-4B1B-90E6-380754C70248},149.14582554,-35.39529114
150.97388744,-34.0481332959999,106,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lucas Heights II,Operational,Energy Developments LFG (NSW) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,16,11,Lucas Heights,New South Wales,5,2012/09/11 00:00:00+00,Generating Units 11x1.03,{5762E667-332B-4A5B-BFF6-0D743CF58825},150.97388744,-34.0481333
151.002077438,-34.029289299,107,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lucas Heights I,Operational,Energy Developments LFG (NSW) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,5.39,5,Barden Ridge,New South Wales,5,2012/09/11 00:00:00+00,"Generating Units 2x1.15, 3x1.03",{869D2806-FF67-4D39-97C0-2E5988C35760},151.00207744,-34.0292893
148.305522235,-35.561952177,108,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Jounama,Operational,Snowy Hydro Ltd,Hydroelectric - Gravity,Water,,14,1,Blowering,New South Wales,5,2016/05/11 00:00:00+00,,{8739D24B-F8D2-4B8A-A5C5-7F8C4A19EAF0},148.30552224,-35.56195218
150.74269447,-34.073427275,109,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Jacks Gully,Operational,Energy Developments LFG (NSW) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2.3,2,Spring Farm,New South Wales,5,2012/09/11 00:00:00+00,,{CCDC8389-618D-41FE-B30B-4BD97001683C},150.74269447,-34.07342728
149.383397331,-34.697095829,110,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Gunning,Operational,Acciona Energy Australia,Wind Turbine,Wind,,47,31,Gurrundah,New South Wales,3,2016/05/11 00:00:00+00,,{15FA109E-5260-4A30-820A-17FB9743BC43},149.38339733,-34.69709583
150.831238506,-33.702925281,111,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Grange Avenue,Operational,Energy Developments LFG (NSW) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,2,1,Marsden Park,New South Wales,5,2016/05/11 00:00:00+00,,{6B2C83B9-7546-4CF8-A176-7260170B82DC},150.83123851,-33.70292528
121.777789936,-33.892696364,112,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Esperance Wind Farm Nine Mile Beach,Operational,Verve Energy,Wind Turbine,Wind,,3.6,6,Dalyup,Western Australia,5,2012/09/17 00:00:00+00,,{C2CA9DD7-90AC-4B4A-97D9-8B15190F511D},121.77778994,-33.89269636
150.861688487,-33.8125022839999,113,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Eastern Creek 2,Operational,LMS Energy Generation Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,8.984,7,Eastern Creek,New South Wales,3,2016/05/11 00:00:00+00,,{B3AF83A9-6969-4ECD-8F01-ACC84461229D},150.86168849,-33.81250228
150.853707187,-33.814144246,114,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Eastern Creek,Operational,Energy Developments LFG(NSW) Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,5.4,4,Eastern Creek,New South Wales,4,2016/05/11 00:00:00+00,,{406053FE-6A0C-4B7E-B7C3-DE03A90AD926},150.85370719,-33.81414425
149.543941818,-34.513603264,115,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Crookwell Wind Farm,Operational,Eraring Energy,Wind Turbine,Wind,,4.8,8,Pejar,New South Wales,5,2012/09/11 00:00:00+00,,{95F88448-EAE0-4C94-8992-9540829E590B},149.54394182,-34.51360326
149.522643014,-35.159504021,116,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Capital Hill Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,140,67,Tarago,New South Wales,5,2016/05/11 00:00:00+00,,{0A25CAEC-7B98-45AE-8F9F-1E7A410CD600},149.52264301,-35.15950402
148.583398672,-35.002507093,117,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Burrinjuck Power Station,Operational,Eraring Energy,Hydroelectric - Gravity,Water,,27,3,Burrinjuck,New South Wales,4,2016/05/11 00:00:00+00,,{6BD1739C-DCE9-4C16-ACC8-4FFF262ACDBD},148.58339867,-35.00250709
151.549724495,-33.0250173429999,118,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Awaba,Non-Operational,LMS Energy Generation Pty Ltd,Spark Ignition Reciprocating Engine,Biogas,Landfill Methane,1.1,1,Awaba,New South Wales,1,2012/09/11 00:00:00+00,Closed in 2012,{14BE79C7-4D69-4631-B789-4B72160A5BAC},151.5497245,-33.02501734
145.530607666,-17.592186725,119,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Windy Hill Wind Farm,Operational,RATCH-Australia,Wind Turbine,Wind,,12,20,Ravenshoe,Queensland,5,2012/09/13 00:00:00+00,,{B73AF7B8-7D70-429F-9B92-3FD436F314B3},145.53060767,-17.59218673
138.131871456,-35.576222335,120,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Starfish Hill Wind Farm,Operational,RATCH-Australia,Wind Turbine,Wind,,34.5,23,Cape Jervis,South Australia,5,2012/09/13 00:00:00+00,,{7ABB3288-7801-42EF-B9D5-E3393BA3B10E},138.13187146,-35.57622234
147.330808382,-19.557451874,121,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Pioneer Sugar Mill,Operational,CSR,Cogeneration - Steam Subcritical,Biomass,Bagasse,67.8,2,Brandon,Queensland,4,2012/09/13 00:00:00+00,Emission stack count will include milling stacks,{B7517BD9-86CF-4144-89C9-733E8A21EAC1},147.33080838,-19.55745187
147.95066253,-21.8966421979999,122,Power Station,A facility used for the generation of electrical power for distribution,Non Renewable,Moranbah North,Operational,Energy Development Projects (Australia) Pty Ltd,Spark Ignition Reciprocating Engine,Natural Gas,Waste Coal Mine Gas,45.7,15,Moranbah,Queensland,5,2016/05/11 00:00:00+00,,{B99A7F48-9088-470B-BF88-7E23C93C6F2B},147.95066253,-21.8966422
145.603369643,-17.831270732,123,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Koombooloomba,Operational,Stanwell Corporation Ltd,Hydroelectric - Gravity,Water,,7.3,1,Koombooloomba,Queensland,5,2012/09/11 00:00:00+00,Power feeds to Kareeya Switchyard,{B836EFED-C3AE-4181-839A-BE77C93A1989},145.60336964,-17.83127073
147.106533402,-19.5166838559999,124,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Invicta Sugar Mill,Operational,CSR,Cogeneration - Steam Subcritical,Biomass,Bagasse,150,3,Giru,Queensland,4,2016/05/11 00:00:00+00,Emission stack count will include milling stacks,{19E97DDA-ADA6-4C04-B8D7-7F2CF33AF3F7},147.1065334,-19.51668386
152.609159088,-27.3951994029999,125,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Wivenhoe,Operational,Stanwell Corporation Ltd,Hydroelectric - Pumped Storage,Water,,4.7,1,Lake Wivenhoe,Queensland,5,2016/05/11 00:00:00+00,,{D67F7231-E67C-4B2E-8B01-823E308B4DC3},152.60915909,-27.3951994
138.711233231,-34.839309473,126,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Terminal Storage,Operational,Hydro-Electric Corp Tasmania/SA Water,Hydroelectric - Gravity,Water,,2.5,1,Hope Valley,South Australia,3,2012/09/13 00:00:00+00,,{5C00229A-825F-4D92-9871-672535DA0900},138.71123323,-34.83930947
152.698108223,-26.226112402,127,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Suncoast Gold Macadamia,Operational,AGL Energy Pty Ltd,Steam Subcritical,Biomass,Agricultural Crops and Waste,1.5,1,Glanmire,Queensland,5,2012/09/13 00:00:00+00,,{8938C3E1-C927-43EC-A294-64C369B9F340},152.69810822,-26.2261124
153.327612968,-27.7334364779999,128,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Rocky Point Sugar Sugar Mill,Operational,Stanwell Corporation Ltd,Cogeneration - Steam Subcritical,Biomass,Bagasse,30,1,Steiglitz,Queensland,5,2012/09/13 00:00:00+00,Emission stack count will include milling stacks,{34FAD740-940A-4AE7-A574-1977E50A6F51},153.32761297,-27.73343648
136.703903363,-33.625496105,129,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Mount Millar Wind Farm,Operational,Meridian Energy Australia,Wind Turbine,Wind,,70,35,Cowell,South Australia,4,2016/04/29 00:00:00+00,,{03631A7F-854D-4D64-9D3A-372FA33E5622},136.70390336,-33.62549611
140.419505811,-37.8148805869999,130,Power Station,A facility used for the generation of electrical power for distribution,Renewable,Lake Bonney Stage 2 Wind Farm,Operational,Infigen Energy Pty Ltd,Wind Turbine,Wind,,159,53,German Flat,South Australia,3,2012/09/13 00:00:00+00,,{98C9B80F-B362-449D-A599-872F8ADF1F57},140.41950581,-37.81488059
